appid,release_date
900010,2019-01-17
900020,2018-08-24
900050,2018-09-03
900270,2018-10-22
900340,2018-10-02
900370,2018-09-21
900380,2018-11-20
900390,2018-08-21
900790,2018-08-10
901000,2018-10-24
901020,2018-10-31
903040,2019-02-27
903070,2018-07-26
903150,2018-08-16
903160,2018-07-27
903180,2019-04-18
903200,2018-07-16
903580,2018-08-10
903620,2018-09-12
903640,2018-10-05
903670,2018-08-24
903680,2018-07-27
903710,2018-11-07
903730,2019-04-11
903740,2018-11-02
903760,2018-11-22
903780,2019-03-26
903790,2018-09-09
903830,2018-08-17
903850,2019-02-01
904050,2018-08-01
904130,2018-08-23
904160,2018-10-26
904300,2018-08-10
904310,2018-10-18
904320,2018-08-21
904340,2018-08-13
904430,2018-10-15
904440,2018-07-18
904500,2018-09-06
904530,2018-08-07
904540,2018-11-16
904550,2018-08-01
904560,2018-08-12
904570,2018-11-15
904600,2018-08-15
904680,2018-10-05
904740,2018-08-02
904770,2018-08-16
904780,2018-09-20
904800,2018-09-06
904810,2019-01-30
904820,2018-08-17
904860,2018-10-22
904890,2018-08-22
904930,2018-10-24
904940,2018-08-13
904950,2018-08-20
904960,2018-09-28
904990,2018-08-17
905010,2018-08-09
905020,2018-08-09
905060,2018-08-02
905090,2019-04-05
905120,2018-08-13
905130,2018-11-12
905150,2018-08-03
905180,2018-08-19
905200,2018-07-30
905220,2019-04-18
905230,2018-09-14
905260,2018-08-02
905300,2018-08-08
905330,2018-09-26
905350,2018-07-31
905370,2019-05-01
905380,2019-03-11
905450,2018-09-07
905460,2018-09-14
905510,2018-08-08
905590,2018-08-30
905640,2018-10-31
905650,2018-08-06
905660,2019-04-11
905670,2018-11-29
905690,2018-08-15
905790,2018-08-12
905800,2018-08-03
905860,2018-08-13
905870,2018-08-13
905880,2018-08-13
905890,2018-08-14
905940,2018-08-26
905960,2019-02-07
906000,2018-08-31
906010,2018-08-03
906020,2018-09-05
906030,2018-11-26
906050,2018-09-27
906110,2018-12-21
906120,2018-12-21
906160,2018-08-04
906170,2018-08-27
906190,2018-08-01
906200,2019-01-18
906280,2018-08-14
906300,2019-02-28
906310,2018-09-04
906340,2018-08-15
906360,2018-08-11
906370,2018-11-30
906390,2018-08-03
906450,2019-02-04
906480,2018-08-07
906590,2018-08-02
906600,2019-03-13
906650,2019-01-30
906660,2018-12-17
906680,2018-09-28
906730,2018-12-15
906740,2019-02-08
906770,2019-02-19
906850,2018-08-08
906880,2018-08-17
906920,2018-08-07
906950,2018-08-29
907000,2018-08-03
907020,2018-08-04
907040,2018-08-13
907050,2018-08-30
907210,2018-11-15
907220,2018-09-26
907240,2018-08-08
907250,2019-03-06
907270,2018-10-15
907320,2018-11-06
907330,2018-08-14
907350,2018-08-03
907380,2019-02-15
907390,2018-08-03
907440,2018-08-31
907460,2018-09-20
907470,2018-12-07
907560,2019-04-03
907590,2018-08-06
907620,2018-10-10
907720,2019-01-04
907770,2018-09-21
907820,2018-12-04
907900,2018-07-21
907950,2018-08-25
907970,2018-12-17
908000,2018-08-08
908010,2018-08-21
908020,2018-09-20
908070,2019-01-31
908090,2018-08-08
908120,2018-08-09
908150,2018-09-03
908180,2018-08-19
908230,2018-08-11
908260,2019-03-11
908310,2018-08-08
908320,2018-08-08
908350,2018-08-08
908400,2018-08-18
908420,2018-08-29
908440,2019-01-01
908500,2018-11-01
908710,2018-08-28
908750,2018-10-18
908830,2018-10-29
908840,2018-11-19
908920,2018-09-02
908940,2019-03-21
908950,2018-08-07
908960,2019-01-07
908990,2018-11-16
909000,2018-08-13
909010,2018-08-31
909020,2018-09-18
909080,2018-09-20
909110,2018-10-01
909130,2018-08-07
909170,2018-08-15
909190,2019-02-14
909200,2018-09-26
909220,2018-08-14
909240,2018-08-10
909270,2019-01-15
909370,2018-08-13
909430,2018-08-31
909480,2018-08-08
909490,2018-08-23
909570,2019-01-10
909580,2018-11-02
909630,2019-03-08
909780,2018-11-21
909830,2018-08-22
909900,2018-08-21
910150,2018-08-03
910200,2018-08-07
910210,2018-09-20
910220,2018-08-13
910230,2018-11-23
910250,2018-08-11
910260,2018-09-01
910320,2018-09-18
910390,2018-08-17
910400,2018-10-05
910450,2019-01-30
910460,2018-09-12
910500,2018-08-17
910530,2018-08-23
910540,2019-01-07
910590,2018-08-21
910630,2019-02-12
910660,2018-08-30
910730,2018-09-27
910770,2018-08-22
910850,2018-08-13
910880,2018-10-18
910990,2018-08-15
911010,2018-10-17
911040,2018-08-28
911050,2018-08-18
911060,2018-08-08
911090,2018-08-20
911100,2018-08-30
911120,2018-09-14
911130,2018-08-09
911180,2018-10-31
911210,2018-08-24
911220,2019-03-26
911230,2018-08-21
911240,2018-08-31
911260,2018-11-22
911270,2018-08-11
911280,2018-08-30
911290,2018-08-09
911310,2018-10-10
911400,2019-03-29
911480,2018-08-09
911520,2018-11-02
911550,2018-09-17
911580,2018-11-30
911640,2018-09-14
911690,2018-09-17
911760,2018-08-15
911880,2018-08-14
911950,2019-04-01
912020,2018-09-07
912070,2019-04-17
912110,2018-08-31
912120,2018-10-08
912130,2018-08-11
912190,2018-09-08
912210,2018-09-06
912250,2018-09-09
912300,2018-08-11
912360,2018-08-17
912370,2018-08-29
912390,2019-02-13
912420,2019-03-13
912500,2018-10-04
912520,2018-08-15
912560,2018-08-30
912580,2018-09-13
912590,2018-08-29
912600,2018-10-05
912650,2018-09-12
912660,2018-12-14
912680,2018-08-31
912730,2018-11-09
912760,2018-08-31
912790,2018-09-08
912810,2018-09-05
912820,2018-08-21
912890,2018-09-21
912930,2018-11-09
913000,2018-08-23
913010,2018-08-17
913090,2018-10-31
913100,2018-10-09
913110,2018-09-18
913120,2018-08-17
913150,2018-08-17
913160,2019-01-17
913180,2018-08-24
913210,2018-09-03
913220,2018-08-14
913250,2018-08-24
913260,2019-01-01
913270,2018-09-01
913280,2018-11-28
913300,2018-08-14
913310,2018-08-15
913340,2018-08-28
913420,2018-08-24
913450,2018-09-14
913500,2018-08-16
913520,2018-08-31
913550,2018-11-14
913570,2018-08-23
913590,2018-09-27
913600,2018-10-04
913640,2018-09-24
913650,2018-08-31
913660,2018-09-18
913670,2018-09-20
913690,2018-08-28
913710,2018-08-22
913770,2018-08-29
913820,2018-09-25
913830,2018-08-22
913840,2018-08-16
913850,2018-12-21
913890,2018-11-16
913910,2018-08-15
913960,2018-08-14
913970,2018-08-15
914000,2018-09-10
914030,2019-04-19
914050,2018-09-25
914070,2018-10-15
914090,2018-09-04
914130,2018-10-09
914140,2018-08-24
914150,2018-08-13
914160,2018-12-20
914170,2018-08-29
914180,2019-03-11
914190,2018-08-31
914200,2018-12-14
914220,2018-08-15
914230,2018-08-21
914240,2018-10-29
914250,2019-02-18
914260,2019-03-01
914290,2018-11-09
914320,2019-02-25
914330,2018-08-27
914350,2018-09-28
914390,2018-08-30
914400,2018-09-05
914430,2018-09-05
914450,2018-09-11
914480,2018-09-14
914500,2018-08-16
914510,2018-12-19
914610,2018-08-17
914620,2018-08-14
914630,2018-08-21
914680,2018-09-05
914690,2018-09-01
914700,2018-12-26
914850,2018-12-19
914900,2018-11-02
914980,2018-08-31
915020,2018-08-31
915060,2019-02-08
915080,2018-09-06
915120,2018-09-01
915140,2018-08-27
915160,2018-08-15
915190,2018-11-09
915300,2019-01-01
915360,2018-09-07
915380,2018-08-22
915420,2018-10-25
915430,2018-09-30
915440,2018-08-28
915460,2019-04-12
915540,2018-11-21
915560,2018-09-27
915570,2018-10-04
915580,2018-12-19
915600,2018-09-07
915710,2018-11-15
915720,2019-03-01
915730,2019-03-01
915760,2018-08-27
915770,2018-11-07
915820,2018-08-27
915930,2018-08-27
915950,2018-09-16
915960,2018-08-31
916010,2018-11-21
916040,2018-08-31
916050,2019-02-14
916060,2018-10-25
916120,2018-10-17
916130,2018-09-20
916150,2018-08-22
916160,2018-10-18
916270,2018-09-07
916290,2018-09-17
916320,2018-12-21
916370,2018-08-20
916380,2018-09-15
916390,2018-08-21
916470,2018-09-03
916510,2018-08-23
916540,2018-08-22
916620,2018-11-16
916630,2018-08-20
916640,2018-08-20
916700,2018-09-24
916710,2018-09-20
916780,2018-09-06
916820,2018-08-27
916860,2018-08-21
916880,2018-08-23
916900,2018-12-12
916910,2018-09-14
916930,2019-01-22
916940,2018-12-20
916950,2018-09-19
916960,2018-11-09
916970,2018-10-11
916980,2018-09-14
917000,2018-09-01
917050,2018-09-28
917200,2018-11-06
917220,2018-12-14
917240,2018-09-01
917290,2018-09-06
917550,2018-09-07
917600,2018-10-02
917610,2019-02-01
917660,2018-09-14
917680,2018-08-30
917690,2018-10-19
917760,2018-08-31
917770,2018-09-03
917800,2018-08-25
917810,2018-09-01
917850,2018-10-18
917870,2018-09-05
917910,2018-08-27
917920,2018-11-01
917990,2019-01-18
918060,2018-09-13
918070,2018-08-23
918080,2018-09-04
918120,2018-09-05
918130,2018-09-12
918140,2018-08-23
918170,2018-08-10
918180,2018-08-27
918260,2018-08-21
918300,2018-08-22
918320,2018-10-10
918380,2018-08-10
918430,2018-10-15
918440,2018-09-26
918480,2018-08-25
918500,2018-09-26
918530,2018-09-19
918550,2018-12-21
918590,2018-09-03
918610,2018-10-08
918620,2019-01-28
918670,2018-09-13
918680,2018-08-22
918690,2018-11-08
918720,2018-09-10
918740,2018-10-03
918820,2018-10-23
918870,2018-09-05
918880,2018-08-30
918900,2018-08-24
918990,2018-09-20
919040,2018-08-24
919150,2018-08-28
919160,2018-09-06
919170,2018-09-05
919200,2018-08-29
919220,2019-01-24
919240,2018-09-03
919300,2018-09-14
919320,2018-08-28
919370,2018-11-20
919560,2018-09-11
919610,2018-09-02
919690,2018-09-19
919890,2018-09-04
920190,2018-08-24
920200,2019-04-24
920280,2018-09-03
920450,2018-09-15
920460,2018-10-08
920500,2018-09-09
920510,2018-09-12
920520,2018-08-24
920550,2018-08-24
920580,2018-09-07
920620,2018-08-24
920640,2018-11-04
920660,2018-10-19
920670,2018-09-14
920680,2018-09-16
920690,2019-02-28
920700,2018-08-28
920710,2019-02-07
920770,2018-11-30
920780,2018-11-02
920800,2018-08-29
920810,2018-09-10
920820,2018-09-25
920830,2018-09-27
920850,2018-09-12
920860,2019-03-29
921050,2019-01-09
921060,2018-10-24
921070,2018-09-01
921390,2019-04-09
921420,2018-10-01
921430,2019-03-19
921450,2019-01-22
921500,2018-08-28
921520,2018-09-07
921590,2019-03-12
921630,2018-12-19
921690,2018-09-02
921700,2018-10-11
921710,2018-11-02
921730,2019-04-18
921740,2018-08-17
921770,2018-10-16
921780,2018-09-25
921850,2018-10-04
921920,2018-09-13
921960,2018-12-07
921970,2018-09-21
922060,2018-09-27
922080,2018-12-04
922090,2018-08-30
922130,2018-08-26
922140,2018-10-10
922150,2018-09-16
922220,2018-10-12
922250,2018-11-02
922320,2018-09-19
922400,2018-11-21
922410,2018-08-22
922450,2018-12-20
922460,2018-10-31
922470,2019-01-17
922510,2018-09-05
922520,2018-08-28
922530,2019-01-22
922550,2018-12-13
922560,2019-01-11
922590,2018-09-08
922630,2018-12-17
922700,2018-10-18
922810,2018-09-19
922880,2018-09-20
922920,2019-04-19
923030,2018-09-10
923050,2018-09-08
923080,2018-09-14
923120,2018-08-30
923130,2018-09-24
923180,2018-09-30
923240,2018-09-17
923260,2018-11-13
923370,2018-09-08
923400,2018-09-04
923420,2018-09-18
923460,2018-09-24
923470,2018-08-29
923480,2018-08-30
923500,2018-09-12
923550,2018-09-03
923590,2019-04-12
923650,2018-12-14
923670,2018-09-01
923690,2018-09-14
923710,2019-04-15
923730,2018-09-06
923790,2018-08-31
923810,2019-02-27
923840,2018-09-25
923880,2018-11-16
923890,2018-11-01
923900,2018-12-04
924020,2018-09-21
924040,2018-09-11
924090,2018-09-05
924100,2019-02-01
924280,2018-09-10
924310,2018-11-12
924360,2018-09-14
924370,2018-10-22
924460,2018-09-09
924500,2018-09-09
924540,2019-04-23
924560,2018-08-30
924650,2018-09-04
924670,2018-09-05
924710,2018-09-30
924780,2019-01-17
924790,2018-10-29
924800,2018-10-16
924810,2018-11-05
924870,2019-01-31
924900,2018-10-19
924940,2018-11-08
924960,2018-09-28
925040,2018-09-06
925060,2018-09-18
925070,2018-09-18
925090,2018-11-07
925170,2018-09-07
925280,2018-09-04
925340,2018-10-15
925360,2018-08-31
925370,2018-12-17
925440,2018-09-30
925470,2019-01-23
925490,2018-09-03
925520,2018-09-11
925540,2018-09-06
925550,2018-09-18
925630,2018-09-03
925670,2018-08-31
925690,2018-09-03
925700,2018-09-13
925900,2018-12-04
925910,2018-08-31
925930,2018-09-24
925940,2018-09-24
926010,2018-10-01
926070,2018-09-17
926090,2018-10-08
926140,2018-09-20
926170,2018-09-28
926240,2018-09-05
926250,2018-09-11
926310,2019-02-01
926350,2018-12-22
926370,2018-09-21
926410,2018-09-28
926440,2018-09-07
926470,2018-10-19
926480,2018-12-10
926490,2019-01-28
926520,2018-10-24
926610,2018-10-04
926720,2018-09-14
926810,2019-04-09
926820,2018-11-06
927050,2018-09-10
927080,2018-09-07
927190,2018-09-21
927250,2018-12-17
927270,2018-10-18
927310,2018-09-30
927580,2018-09-14
927670,2018-10-11
927810,2018-09-04
927840,2018-12-06
927850,2018-09-14
927860,2018-10-05
927890,2018-12-07
927930,2018-12-14
927970,2018-10-31
927990,2018-11-06
928060,2018-10-19
928130,2018-09-17
928140,2018-09-06
928160,2018-09-18
928170,2018-10-18
928180,2019-03-27
928230,2018-10-23
928300,2019-01-03
928350,2018-09-12
928370,2018-09-17
928390,2018-11-28
928460,2019-03-08
928520,2018-10-16
928610,2018-09-04
928620,2018-10-02
928660,2018-10-26
928670,2019-02-22
928680,2018-10-29
928690,2018-11-22
928780,2018-09-28
928790,2018-11-08
928800,2018-09-28
928810,2018-09-29
928830,2018-09-06
928840,2018-11-09
928880,2018-12-28
928940,2018-09-17
928970,2018-10-19
929000,2018-09-19
929020,2018-10-25
929030,2018-09-27
929060,2019-02-28
929080,2019-01-17
929120,2018-09-10
929140,2019-04-01
929170,2018-10-05
929180,2018-10-05
929200,2019-04-01
929210,2018-09-05
929230,2018-11-23
929280,2018-09-13
929290,2018-09-30
929300,2018-10-02
929310,2018-11-13
929320,2018-10-03
929330,2018-10-03
929410,2018-12-20
929420,2018-10-19
929430,2018-11-16
929440,2018-12-03
929460,2018-09-14
929470,2019-02-08
929530,2018-11-13
929600,2018-10-06
929610,2018-10-10
929640,2019-02-14
929670,2018-09-21
929730,2018-09-11
929800,2018-09-28
929810,2018-09-14
929840,2018-09-14
929850,2018-11-15
929860,2018-11-01
929910,2019-03-29
930010,2018-11-09
930110,2018-09-25
930300,2018-10-15
930310,2018-10-09
930320,2018-09-21
930330,2018-10-02
930360,2019-01-04
930420,2018-10-25
930430,2018-12-24
930480,2018-09-08
930500,2019-02-01
930580,2018-09-15
930600,2018-11-16
930630,2018-11-16
930640,2018-11-09
930650,2018-09-21
930690,2018-09-19
930780,2018-09-24
930850,2018-11-21
930860,2019-01-17
930930,2018-11-15
930940,2018-12-14
930970,2018-12-04
931040,2018-09-25
931070,2019-02-06
931090,2018-09-09
931120,2018-09-18
931140,2018-10-03
931150,2018-11-20
931170,2019-02-01
931200,2018-09-13
931210,2018-11-22
931220,2018-09-17
931250,2018-11-06
931260,2018-09-22
931360,2018-09-08
931430,2018-09-26
931470,2019-03-28
931490,2018-11-09
931500,2018-10-25
931540,2018-10-10
931570,2018-09-24
931620,2018-09-18
931630,2018-09-14
931650,2019-01-03
931690,2019-04-26
931700,2018-09-18
931780,2019-04-03
931820,2018-09-17
931830,2018-10-05
931870,2018-09-12
931930,2018-10-08
932070,2018-09-20
932120,2018-09-17
932150,2018-10-07
932160,2018-09-27
932180,2018-09-13
932240,2018-09-21
932250,2018-09-14
932270,2018-10-01
932290,2018-12-19
932300,2018-09-27
932310,2018-09-24
932330,2018-09-28
932350,2018-09-14
932420,2018-09-12
932450,2018-12-31
932480,2018-09-28
932500,2018-11-30
932560,2018-09-25
932570,2018-09-19
932670,2018-09-12
932730,2018-09-20
932790,2018-11-09
932800,2019-01-30
932810,2018-10-01
932820,2018-09-16
932850,2018-11-30
932870,2018-09-22
932920,2018-11-08
932940,2018-09-13
932970,2018-12-03
932980,2018-09-14
933030,2018-11-30
933040,2018-09-21
933050,2018-10-01
933060,2018-09-13
933070,2018-10-15
933080,2018-09-21
933120,2018-10-16
933140,2018-10-01
933210,2018-11-23
933250,2018-11-05
933290,2018-10-22
933300,2018-09-29
933380,2018-10-05
933390,2019-02-16
933450,2018-10-17
933540,2019-02-05
933590,2018-11-15
933630,2018-09-28
933660,2018-10-11
933690,2018-09-28
933700,2018-10-19
933710,2018-10-12
933770,2018-09-25
933840,2018-11-16
933880,2018-09-15
933900,2018-09-21
933920,2018-09-28
933930,2019-02-15
933940,2019-04-12
933970,2018-09-27
934020,2018-09-15
934060,2018-11-09
934070,2018-09-12
934120,2019-04-02
934180,2018-10-08
934220,2018-09-28
934250,2018-09-28
934410,2018-10-02
934470,2018-09-25
934480,2018-11-29
934500,2019-01-10
934510,2018-10-22
934540,2018-10-01
934550,2018-12-17
934580,2019-01-31
934590,2018-09-19
934600,2018-12-14
934710,2018-11-04
934800,2018-10-02
934810,2018-09-24
934830,2019-01-01
934840,2019-01-01
934850,2019-01-01
934860,2019-01-01
934950,2018-11-16
934970,2018-09-22
934990,2018-09-22
935030,2018-09-21
935070,2018-10-15
935110,2018-09-26
935120,2018-10-01
935180,2018-09-14
935240,2018-09-13
935260,2019-01-25
935270,2018-10-17
935350,2018-09-26
935440,2018-09-21
935450,2018-10-04
935460,2018-10-19
935500,2018-10-12
935540,2018-09-21
935560,2018-09-21
935580,2018-11-02
935660,2018-10-31
935690,2018-09-22
935700,2018-10-01
935720,2018-11-05
935730,2018-09-24
935750,2018-09-29
935790,2018-10-11
935840,2018-09-28
935860,2018-09-20
935880,2019-02-27
935910,2019-04-04
935920,2018-10-19
935930,2018-12-10
935940,2018-11-15
935960,2018-11-27
936000,2018-09-26
936010,2018-10-01
936020,2018-10-22
936040,2018-10-05
936070,2019-02-22
936160,2018-12-03
936170,2018-10-10
936180,2018-12-03
936190,2018-12-03
936210,2019-02-22
936510,2018-10-18
936530,2018-11-29
936600,2018-10-03
936610,2018-11-09
936620,2019-01-07
936630,2018-10-31
936650,2018-10-12
936700,2018-09-28
936720,2018-12-19
936740,2018-10-16
936780,2019-04-06
936800,2018-09-18
936810,2018-09-18
936820,2018-10-04
936890,2018-11-07
936930,2018-09-20
936950,2018-09-29
937030,2018-09-19
937050,2019-01-24
937120,2018-10-02
937140,2018-09-21
937180,2018-11-13
937210,2018-09-19
937320,2018-09-19
937350,2018-10-09
937360,2018-10-04
937390,2018-10-01
937490,2018-09-29
937530,2018-10-11
937570,2019-04-01
937580,2019-04-01
937590,2018-09-21
937610,2018-09-22
937620,2018-12-07
937640,2018-09-19
937690,2018-11-15
937730,2018-12-24
937740,2018-12-31
937780,2018-09-24
937820,2018-09-20
937850,2018-12-18
937920,2018-10-11
937940,2018-11-02
937950,2019-01-31
937970,2018-11-12
937980,2018-09-27
938000,2018-09-28
938070,2018-09-21
938100,2018-10-23
938170,2018-10-05
938210,2019-03-29
938220,2019-03-26
938240,2018-09-26
938250,2018-09-24
938260,2018-10-15
938270,2018-11-14
938280,2018-10-03
938300,2018-09-28
938310,2018-12-26
938320,2019-01-17
938350,2019-02-19
938360,2018-09-25
938380,2019-02-26
938390,2018-11-15
938480,2019-03-01
938500,2019-03-27
938510,2018-12-18
938520,2018-09-28
938600,2018-09-26
938630,2018-10-03
938640,2018-09-21
938660,2018-10-11
938740,2018-11-05
938810,2018-09-25
938820,2018-09-20
938840,2018-09-23
938850,2018-09-27
938870,2018-10-02
938890,2018-12-19
938940,2018-10-12
938960,2018-10-11
939000,2018-09-27
939150,2018-09-28
939180,2019-01-21
939190,2018-10-12
939200,2018-09-25
939230,2018-10-01
939240,2018-10-09
939250,2018-10-14
939260,2018-10-03
939270,2018-09-26
939280,2018-09-26
939330,2019-01-09
939390,2018-10-03
939400,2018-09-30
939410,2019-02-08
939450,2018-11-23
939470,2018-10-09
939520,2018-11-15
939560,2019-01-18
939620,2018-09-24
939750,2018-09-28
939830,2019-04-18
939930,2018-10-16
939960,2019-02-15
939990,2019-01-10
940130,2018-09-25
940150,2018-11-30
940180,2018-10-05
940190,2018-10-15
940240,2018-12-24
940290,2018-11-05
940300,2018-10-15
940320,2018-10-24
940520,2018-09-27
940600,2018-09-26
940630,2018-11-11
940640,2018-12-28
940680,2019-02-14
940700,2018-11-07
940780,2018-11-23
940790,2018-10-19
940800,2018-12-11
940810,2018-11-02
940830,2018-11-02
940870,2019-02-22
940990,2018-10-17
941000,2018-10-19
941030,2018-10-22
941120,2019-02-28
941150,2019-01-16
941160,2018-10-18
941200,2018-10-25
941300,2019-03-21
941320,2018-10-10
941330,2018-09-28
941340,2018-10-31
941350,2019-01-28
941390,2018-10-09
941410,2018-10-14
941480,2018-10-02
941540,2018-11-02
941580,2018-09-24
941600,2019-02-14
941620,2018-09-25
941630,2018-09-28
941650,2019-01-31
941730,2019-01-07
941790,2018-09-27
941800,2018-11-19
941810,2018-09-26
941830,2018-10-01
941850,2019-04-05
941860,2018-09-26
941870,2018-10-02
941920,2018-11-27
942020,2018-10-04
942050,2018-10-31
942060,2019-02-12
942200,2018-11-29
942250,2019-01-01
942300,2018-11-12
942310,2018-10-10
942320,2019-03-15
942340,2018-10-09
942480,2018-10-07
942510,2018-12-07
942520,2019-01-22
942600,2018-11-12
942760,2019-03-28
942900,2019-04-18
942920,2018-09-27
942930,2019-01-27
942970,2019-03-28
943010,2018-12-09
943030,2018-10-25
943080,2018-09-30
943100,2019-01-30
943130,2019-03-04
943170,2018-10-03
943190,2018-10-03
943230,2018-09-27
943290,2018-10-15
943380,2018-10-12
943390,2018-10-11
943410,2018-10-18
943440,2018-11-17
943510,2018-10-31
943590,2018-10-14
943630,2018-10-07
943640,2018-10-04
943680,2018-11-15
943710,2018-12-12
943810,2018-10-08
943880,2018-09-27
943900,2018-11-05
943920,2018-10-22
943950,2018-10-30
943960,2018-10-25
943970,2018-11-09
944030,2018-10-23
944100,2018-10-10
944120,2018-10-15
944220,2018-10-26
944340,2019-03-06
944370,2018-10-17
944380,2018-10-06
944420,2018-10-31
944440,2018-11-21
944450,2019-01-12
944500,2019-01-24
944530,2018-10-11
944550,2018-10-09
944560,2018-10-02
944590,2018-10-22
944610,2018-11-01
944630,2018-10-26
944640,2018-10-10
944650,2018-09-20
944710,2018-12-10
944730,2019-01-07
944740,2018-10-09
944770,2018-12-20
944810,2018-12-05
944830,2018-10-01
944840,2018-11-02
944960,2019-02-21
945100,2019-03-06
945110,2018-11-16
945140,2019-01-17
945240,2018-10-19
945340,2019-01-15
945360,2018-11-16
945390,2019-02-22
945440,2018-12-18
945460,2018-11-02
945490,2019-02-01
945500,2018-10-02
945520,2019-01-11
945580,2019-04-11
945590,2019-03-28
945610,2018-11-16
945700,2018-11-07
945820,2018-10-04
945850,2018-12-12
945880,2018-11-09
945890,2018-10-10
945910,2018-10-10
945920,2018-11-29
946000,2019-01-17
946010,2018-10-16
946040,2018-11-09
946080,2018-10-29
946090,2018-10-17
946170,2018-10-11
946190,2018-10-30
946200,2018-10-26
946210,2018-10-09
946300,2018-10-04
946330,2018-12-28
946340,2018-11-30
946380,2018-10-12
946490,2019-01-03
946500,2018-10-25
946550,2018-11-12
946560,2018-11-20
946600,2018-10-03
946610,2018-10-25
946650,2019-02-22
946660,2018-11-27
946690,2018-10-25
946700,2018-10-21
946780,2018-10-05
946790,2018-12-21
946800,2018-10-05
946810,2018-10-10
946950,2019-01-16
947110,2019-02-01
947120,2018-11-15
947250,2018-11-12
947260,2018-11-18
947270,2018-10-11
947290,2018-10-19
947300,2018-10-12
947310,2018-12-19
947390,2018-11-15
947400,2018-11-19
947430,2019-02-12
947450,2018-10-21
947470,2018-11-08
947490,2018-10-23
947530,2019-02-01
947540,2018-10-15
947580,2018-11-07
947830,2018-10-31
947960,2018-10-10
947970,2018-11-02
948080,2019-01-25
948100,2018-12-21
948120,2018-10-09
948200,2018-12-18
948240,2018-10-18
948270,2019-01-08
948320,2018-11-05
948330,2018-12-28
948350,2018-11-22
948420,2018-09-25
948460,2018-10-31
948470,2019-01-29
948510,2018-11-20
948630,2018-10-11
948650,2018-12-18
948660,2019-01-17
948690,2018-11-07
948730,2018-11-02
948770,2018-11-09
948830,2019-03-21
948840,2018-10-14
948990,2018-10-25
949000,2019-02-20
949030,2018-10-05
949050,2018-10-26
949060,2019-04-01
949150,2018-10-14
949170,2018-10-17
949210,2018-10-08
949290,2019-02-19
949330,2018-10-17
949370,2018-10-17
949380,2018-10-18
949390,2018-10-16
949420,2019-01-01
949500,2018-11-26
949520,2018-12-06
949530,2018-11-19
949580,2018-10-13
949630,2018-11-07
949670,2018-12-17
949690,2019-01-15
949700,2018-11-02
949710,2018-12-20
949770,2018-11-06
949790,2018-10-10
949800,2019-01-17
949810,2019-01-04
949820,2018-10-10
949830,2018-10-24
949880,2018-10-07
949890,2018-10-31
949910,2019-01-19
949930,2018-12-07
949960,2018-11-23
949970,2018-11-06
949990,2018-10-15
950100,2018-12-13
950130,2018-11-19
950140,2018-10-16
950160,2018-10-05
950210,2018-12-10
950240,2019-02-02
950250,2018-11-04
950300,2019-02-11
950360,2018-10-25
950370,2019-04-10
950380,2018-10-16
950510,2019-02-06
950530,2018-10-26
950570,2019-01-18
950730,2018-10-19
950750,2018-10-11
950780,2018-10-19
950810,2018-10-26
950830,2019-02-22
950850,2019-02-19
950890,2019-01-01
950910,2018-10-11
950990,2019-03-01
951000,2019-03-29
951010,2018-10-24
951020,2018-10-25
951030,2018-12-03
951050,2018-10-31
951090,2019-02-27
951110,2018-12-27
951130,2018-11-09
951140,2018-10-17
951160,2018-12-21
951170,2018-11-30
951180,2018-12-07
951220,2018-11-30
951240,2018-12-11
951250,2018-10-31
951260,2018-12-16
951320,2018-11-21
951330,2018-10-13
951360,2018-10-20
951420,2019-02-19
951440,2019-01-29
951450,2018-10-16
951470,2019-04-12
951500,2018-12-19
951640,2018-11-12
951690,2018-12-04
951700,2018-10-26
951740,2018-11-09
951810,2018-10-25
951920,2018-10-21
951940,2019-02-19
952010,2018-10-05
952020,2018-11-08
952030,2018-11-01
952040,2018-12-04
952050,2018-11-15
952090,2019-01-07
952120,2018-11-29
952130,2018-11-26
952140,2018-10-23
952250,2018-10-10
952330,2018-10-20
952400,2019-03-08
952420,2018-12-15
952460,2018-11-13
952510,2018-10-21
952530,2018-10-25
952680,2019-01-21
952850,2018-10-31
952860,2018-11-14
952910,2018-10-17
952920,2018-11-09
952930,2019-03-28
952950,2019-01-01
953050,2018-11-01
953060,2018-11-16
953120,2018-11-23
953150,2019-03-13
953170,2018-11-09
953230,2018-10-26
953250,2018-11-28
953290,2018-10-15
953300,2019-02-04
953340,2018-10-03
953440,2018-11-24
953570,2019-02-02
953580,2018-12-06
953610,2018-10-26
953640,2019-01-26
953700,2018-10-23
953740,2019-01-02
953750,2018-10-13
953760,2018-10-11
953790,2018-11-05
953820,2018-11-06
953840,2018-11-23
953900,2019-01-17
953920,2018-12-01
953950,2018-11-13
953990,2019-01-31
954000,2018-11-13
954010,2019-02-06
954070,2018-10-23
954150,2018-10-29
954160,2018-11-02
954170,2018-11-05
954240,2019-01-10
954270,2018-10-18
954350,2019-03-22
954360,2018-10-16
954400,2018-11-13
954410,2018-11-22
954420,2018-10-18
954530,2018-10-16
954590,2018-10-18
954720,2019-01-22
954760,2018-10-23
954780,2018-10-24
954870,2019-03-22
954920,2018-10-17
955030,2018-11-01
955060,2018-10-19
955070,2018-12-10
955120,2019-03-27
955190,2018-12-05
955230,2018-10-25
955260,2018-12-08
